DeltaTime,Light,RaiseTemp,LowerTemp,LowerHumid,RaiseSMoist,LowerSMoist,Fan,LED,Wpump,PrevLight,PrevTemp,PrevHumid,PrevSMoist,CurLight,CurTemp,CurHumid,CurSMoist,CurUnixTime,
1590.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752998.75,
1600.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753008.75,
1610.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753018.75,
1620.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753028.75,
1630.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753038.75,
1640.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753048.75,
1650.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753058.75,
1660.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753068.75,
1670.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753078.75,
1680.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753088.75,
1690.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753098.75,
1700.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753108.75,
1710.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753118.75,
1720.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753128.75,
1730.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753138.75,
1740.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753148.75,
1750.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753158.75,
1760.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753168.75,
1770.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753178.75,
1780.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753188.75,
1790.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946753198.75,
